user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,Tenure_Group,Usage_Group,Payment_Risk
1410,"2024-08-08 00:00:00",Basic,199,20.9,7,4,26,45,No,"1+ Year","High Usage","High Delay"
1411,"2024-06-18 00:00:00",Premium,699,17.9,6,1,20,17,No,"1+ Year","High Usage","No/Low Delay"
1412,"2023-07-08 00:00:00",Standard,399,18.7,6,4,9,3,Yes,"6-12 Months","High Usage","High Delay"
1413,"2024-10-30 00:00:00",Premium,699,15.3,1,5,36,29,Yes,"1+ Year","High Usage","High Delay"
1414,"2024-03-10 00:00:00",Premium,699,20.8,2,0,26,51,No,"1+ Year","High Usage","No/Low Delay"
1415,"2023-12-10 00:00:00",Basic,199,3.2,1,2,18,38,Yes,"1+ Year","Low Usage","No/Low Delay"
1416,"2023-01-12 00:00:00",Basic,199,7.4,8,0,16,4,Yes,"1+ Year","Medium Usage","No/Low Delay"
1417,"2024-08-06 00:00:00",Standard,399,14,0,1,13,17,Yes,"1+ Year","Medium Usage","No/Low Delay"
1418,"2023-11-13 00:00:00",Premium,699,14.3,7,0,3,3,No,"0-6 Months","Medium Usage","No/Low Delay"
1419,"2024-02-05 00:00:00",Basic,199,18.9,6,4,23,12,Yes,"1+ Year","High Usage","High Delay"
1420,"2024-05-30 00:00:00",Premium,699,24.4,1,2,23,26,No,"1+ Year","High Usage","No/Low Delay"
1421,"2024-05-03 00:00:00",Basic,199,20.3,2,0,33,37,No,"1+ Year","High Usage","No/Low Delay"
1422,"2024-10-02 00:00:00",Premium,699,7.6,2,5,3,29,Yes,"0-6 Months","Medium Usage","High Delay"
1423,"2024-05-28 00:00:00",Basic,199,22.2,2,5,15,10,No,"1+ Year","High Usage","High Delay"
1424,"2023-10-25 00:00:00",Premium,699,23.3,5,3,34,50,Yes,"1+ Year","High Usage","High Delay"
1425,"2024-09-13 00:00:00",Standard,399,1.5,6,1,28,13,No,"1+ Year","Low Usage","No/Low Delay"
1426,"2023-11-13 00:00:00",Basic,199,14.4,7,0,10,51,Yes,"6-12 Months","Medium Usage","No/Low Delay"
1427,"2023-06-15 00:00:00",Premium,699,12.7,7,2,6,10,No,"6-12 Months","Medium Usage","No/Low Delay"
1428,"2024-04-16 00:00:00",Basic,199,14.6,5,0,18,4,Yes,"1+ Year","Medium Usage","No/Low Delay"
1429,"2023-05-07 00:00:00",Standard,399,24.5,7,5,31,59,Yes,"1+ Year","High Usage","High Delay"
1430,"2024-11-27 00:00:00",Premium,699,1.5,4,3,32,26,Yes,"1+ Year","Low Usage","High Delay"
1431,"2024-06-02 00:00:00",Basic,199,9.5,5,2,29,5,No,"1+ Year","Medium Usage","No/Low Delay"
1432,"2023-09-08 00:00:00",Standard,399,22,0,4,17,41,Yes,"1+ Year","High Usage","High Delay"
1433,"2024-02-13 00:00:00",Premium,699,0.7,1,2,36,24,Yes,"1+ Year","Low Usage","No/Low Delay"
1434,"2024-04-24 00:00:00",Basic,199,10,7,5,15,5,Yes,"1+ Year","Medium Usage","High Delay"
1435,"2023-04-21 00:00:00",Premium,699,22.6,7,0,35,5,Yes,"1+ Year","High Usage","No/Low Delay"
1436,"2024-09-10 00:00:00",Standard,399,5.4,5,0,28,20,No,"1+ Year","Medium Usage","No/Low Delay"
1437,"2024-07-12 00:00:00",Standard,399,17.7,7,0,14,17,No,"1+ Year","High Usage","No/Low Delay"
1438,"2024-09-07 00:00:00",Basic,199,4.1,3,2,31,36,Yes,"1+ Year","Low Usage","No/Low Delay"
1439,"2023-08-05 00:00:00",Standard,399,23.4,5,3,4,30,Yes,"0-6 Months","High Usage","High Delay"
1440,"2024-02-19 00:00:00",Basic,199,7.1,2,0,28,9,Yes,"1+ Year","Medium Usage","No/Low Delay"
1441,"2023-09-23 00:00:00",Basic,199,21.9,7,3,20,33,Yes,"1+ Year","High Usage","High Delay"
1442,"2023-07-23 00:00:00",Basic,199,2.8,6,2,4,48,Yes,"0-6 Months","Low Usage","No/Low Delay"
1443,"2024-12-14 00:00:00",Standard,399,12.3,8,5,27,50,Yes,"1+ Year","Medium Usage","High Delay"
1444,"2024-09-03 00:00:00",Standard,399,22.9,6,0,23,35,No,"1+ Year","High Usage","No/Low Delay"
1445,"2023-11-21 00:00:00",Basic,199,18.2,2,2,5,42,No,"0-6 Months","High Usage","No/Low Delay"
1446,"2024-11-21 00:00:00",Basic,199,22.5,2,3,10,55,Yes,"6-12 Months","High Usage","High Delay"
1447,"2023-05-09 00:00:00",Standard,399,13.3,0,3,17,60,No,"1+ Year","Medium Usage","High Delay"
1448,"2023-07-12 00:00:00",Premium,699,16.2,1,0,29,13,No,"1+ Year","High Usage","No/Low Delay"
1449,"2023-07-15 00:00:00",Standard,399,19.5,6,1,35,22,Yes,"1+ Year","High Usage","No/Low Delay"
1450,"2024-05-29 00:00:00",Premium,699,9.6,5,0,1,19,No,"0-6 Months","Medium Usage","No/Low Delay"
1451,"2024-07-09 00:00:00",Basic,199,16.4,7,3,32,26,Yes,"1+ Year","High Usage","High Delay"
1452,"2024-03-14 00:00:00",Standard,399,24.4,5,0,34,59,Yes,"1+ Year","High Usage","No/Low Delay"
1453,"2024-11-06 00:00:00",Standard,399,14,2,4,12,27,Yes,"6-12 Months","Medium Usage","High Delay"
1454,"2023-04-02 00:00:00",Premium,699,16,1,0,28,51,No,"1+ Year","High Usage","No/Low Delay"
1455,"2024-09-30 00:00:00",Premium,699,15.6,6,0,2,31,No,"0-6 Months","High Usage","No/Low Delay"
1456,"2023-10-24 00:00:00",Premium,699,16,8,4,7,51,Yes,"6-12 Months","High Usage","High Delay"
1457,"2024-04-25 00:00:00",Standard,399,6,7,4,14,24,Yes,"1+ Year","Medium Usage","High Delay"
1458,"2024-12-21 00:00:00",Basic,199,24.2,7,3,23,58,No,"1+ Year","High Usage","High Delay"
1459,"2024-11-05 00:00:00",Premium,699,0.7,5,1,26,32,Yes,"1+ Year","Low Usage","No/Low Delay"
1460,"2024-02-29 00:00:00",Standard,399,21,6,5,20,15,Yes,"1+ Year","High Usage","High Delay"
1461,"2023-11-22 00:00:00",Basic,199,1.1,5,4,1,52,Yes,"0-6 Months","Low Usage","High Delay"
1462,"2023-07-17 00:00:00",Standard,399,24,6,1,11,35,No,"6-12 Months","High Usage","No/Low Delay"
1463,"2023-06-27 00:00:00",Premium,699,20.8,6,1,26,60,No,"1+ Year","High Usage","No/Low Delay"
1464,"2023-05-10 00:00:00",Standard,399,13.2,6,1,21,6,No,"1+ Year","Medium Usage","No/Low Delay"
1465,"2024-07-20 00:00:00",Premium,699,16,6,5,8,58,Yes,"6-12 Months","High Usage","High Delay"
1466,"2024-08-30 00:00:00",Basic,199,5.5,1,0,21,27,Yes,"1+ Year","Medium Usage","No/Low Delay"
1467,"2023-05-14 00:00:00",Basic,199,15.6,8,0,2,36,Yes,"0-6 Months","High Usage","No/Low Delay"
1468,"2023-09-09 00:00:00",Standard,399,5.1,3,2,23,12,No,"1+ Year","Medium Usage","No/Low Delay"
1469,"2024-10-04 00:00:00",Premium,699,19.4,0,2,25,5,No,"1+ Year","High Usage","No/Low Delay"
1470,"2023-07-04 00:00:00",Basic,199,3.2,1,0,7,9,Yes,"6-12 Months","Low Usage","No/Low Delay"
1471,"2023-01-23 00:00:00",Basic,199,12.6,5,1,5,25,Yes,"0-6 Months","Medium Usage","No/Low Delay"
1472,"2023-11-18 00:00:00",Standard,399,12.4,1,1,5,43,No,"0-6 Months","Medium Usage","No/Low Delay"
1473,"2024-11-06 00:00:00",Premium,699,20.3,2,2,29,0,No,"1+ Year","High Usage","No/Low Delay"
1474,"2024-09-06 00:00:00",Premium,699,3.4,5,2,3,30,Yes,"0-6 Months","Low Usage","No/Low Delay"
1475,"2024-07-02 00:00:00",Premium,699,4.4,4,0,1,12,No,"0-6 Months","Low Usage","No/Low Delay"
1476,"2023-08-11 00:00:00",Basic,199,13,2,1,34,55,No,"1+ Year","Medium Usage","No/Low Delay"
1477,"2023-10-02 00:00:00",Basic,199,3.9,1,5,21,44,No,"1+ Year","Low Usage","High Delay"
1478,"2023-10-29 00:00:00",Standard,399,5.4,1,2,31,45,Yes,"1+ Year","Medium Usage","No/Low Delay"
1479,"2024-12-04 00:00:00",Standard,399,11.2,6,1,32,16,Yes,"1+ Year","Medium Usage","No/Low Delay"
1480,"2023-11-16 00:00:00",Premium,699,24.1,1,4,18,50,No,"1+ Year","High Usage","High Delay"
1481,"2024-09-02 00:00:00",Basic,199,23.9,7,3,14,56,Yes,"1+ Year","High Usage","High Delay"
1482,"2024-08-03 00:00:00",Premium,699,20.5,1,4,18,24,Yes,"1+ Year","High Usage","High Delay"
1483,"2024-06-07 00:00:00",Standard,399,22.5,1,3,24,10,No,"1+ Year","High Usage","High Delay"
1484,"2023-07-04 00:00:00",Standard,399,7.7,8,2,27,25,Yes,"1+ Year","Medium Usage","No/Low Delay"
1485,"2024-01-16 00:00:00",Standard,399,19.9,5,1,28,4,Yes,"1+ Year","High Usage","No/Low Delay"
1486,"2023-12-03 00:00:00",Standard,399,19.6,1,0,10,20,No,"6-12 Months","High Usage","No/Low Delay"
1487,"2023-10-18 00:00:00",Basic,199,14.4,5,1,30,35,Yes,"1+ Year","Medium Usage","No/Low Delay"
1488,"2024-11-18 00:00:00",Premium,699,13.4,1,4,14,17,No,"1+ Year","Medium Usage","High Delay"
1489,"2023-07-21 00:00:00",Basic,199,17.2,6,2,27,52,Yes,"1+ Year","High Usage","No/Low Delay"
1490,"2023-06-25 00:00:00",Basic,199,12.7,4,3,32,7,Yes,"1+ Year","Medium Usage","High Delay"
1491,"2024-10-21 00:00:00",Premium,699,15,3,4,21,1,Yes,"1+ Year","Medium Usage","High Delay"
1492,"2023-02-07 00:00:00",Premium,699,22.8,4,1,1,53,No,"0-6 Months","High Usage","No/Low Delay"
1493,"2024-03-01 00:00:00",Premium,699,1.5,0,0,34,30,Yes,"1+ Year","Low Usage","No/Low Delay"
1494,"2023-11-17 00:00:00",Premium,699,7.2,5,3,20,5,No,"1+ Year","Medium Usage","High Delay"
1495,"2023-05-05 00:00:00",Standard,399,10.1,7,3,4,54,Yes,"0-6 Months","Medium Usage","High Delay"
1496,"2023-11-27 00:00:00",Standard,399,1.2,0,0,7,8,Yes,"6-12 Months","Low Usage","No/Low Delay"
1497,"2024-01-13 00:00:00",Premium,699,6,1,1,28,46,No,"1+ Year","Medium Usage","No/Low Delay"
1498,"2023-04-24 00:00:00",Premium,699,23.4,0,2,1,56,No,"0-6 Months","High Usage","No/Low Delay"
1499,"2024-01-24 00:00:00",Basic,199,2.3,5,5,20,39,Yes,"1+ Year","Low Usage","High Delay"
1500,"2023-06-01 00:00:00",Standard,399,23.2,7,0,11,8,No,"6-12 Months","High Usage","No/Low Delay"
1501,"2024-05-04 00:00:00",Premium,699,16.1,1,4,27,33,Yes,"1+ Year","High Usage","High Delay"
1502,"2023-09-28 00:00:00",Premium,699,24.4,5,5,32,30,Yes,"1+ Year","High Usage","High Delay"
1503,"2023-07-30 00:00:00",Standard,399,9.1,3,5,6,41,No,"6-12 Months","Medium Usage","High Delay"
1504,"2023-08-10 00:00:00",Premium,699,2.3,7,0,5,13,Yes,"0-6 Months","Low Usage","No/Low Delay"
1505,"2024-06-24 00:00:00",Standard,399,5.1,1,2,25,13,No,"1+ Year","Medium Usage","No/Low Delay"
1506,"2024-05-31 00:00:00",Premium,699,19.1,4,5,21,29,Yes,"1+ Year","High Usage","High Delay"
1507,"2024-06-09 00:00:00",Basic,199,5.9,5,3,9,28,No,"6-12 Months","Medium Usage","High Delay"
1508,"2024-08-14 00:00:00",Basic,199,5.1,4,3,26,10,No,"1+ Year","Medium Usage","High Delay"
1509,"2024-04-16 00:00:00",Premium,699,4.1,1,5,7,7,Yes,"6-12 Months","Low Usage","High Delay"
1510,"2024-07-17 00:00:00",Basic,199,1.2,8,3,18,22,Yes,"1+ Year","Low Usage","High Delay"
1511,"2023-12-08 00:00:00",Basic,199,11.1,2,3,23,32,Yes,"1+ Year","Medium Usage","High Delay"
1512,"2024-03-08 00:00:00",Basic,199,7.2,1,0,29,41,No,"1+ Year","Medium Usage","No/Low Delay"
1513,"2024-05-20 00:00:00",Basic,199,5.1,2,4,19,17,No,"1+ Year","Medium Usage","High Delay"
1514,"2023-08-13 00:00:00",Premium,699,3.2,0,5,28,15,No,"1+ Year","Low Usage","High Delay"
1515,"2023-10-10 00:00:00",Basic,199,22.4,4,1,4,4,No,"0-6 Months","High Usage","No/Low Delay"
1516,"2024-12-09 00:00:00",Basic,199,10.1,1,1,26,46,No,"1+ Year","Medium Usage","No/Low Delay"
1517,"2024-09-02 00:00:00",Standard,399,5.5,3,2,32,40,Yes,"1+ Year","Medium Usage","No/Low Delay"
1518,"2023-11-09 00:00:00",Standard,399,2.8,8,5,1,39,Yes,"0-6 Months","Low Usage","High Delay"
1519,"2024-04-11 00:00:00",Premium,699,4.7,1,1,16,11,Yes,"1+ Year","Low Usage","No/Low Delay"
1520,"2023-09-28 00:00:00",Basic,199,16.8,6,2,1,1,Yes,"0-6 Months","High Usage","No/Low Delay"
1521,"2024-08-20 00:00:00",Basic,199,17.1,0,4,11,22,No,"6-12 Months","High Usage","High Delay"
1522,"2024-08-03 00:00:00",Basic,199,21.9,7,0,32,2,No,"1+ Year","High Usage","No/Low Delay"
1523,"2023-04-07 00:00:00",Premium,699,21,8,4,19,10,No,"1+ Year","High Usage","High Delay"
1524,"2024-07-12 00:00:00",Basic,199,20.2,5,3,20,31,Yes,"1+ Year","High Usage","High Delay"
1525,"2024-12-28 00:00:00",Standard,399,6.7,7,0,32,52,Yes,"1+ Year","Medium Usage","No/Low Delay"
1526,"2024-10-17 00:00:00",Standard,399,19.5,7,0,34,17,No,"1+ Year","High Usage","No/Low Delay"
1527,"2023-02-01 00:00:00",Basic,199,24.5,3,5,10,9,No,"6-12 Months","High Usage","High Delay"
1528,"2024-10-16 00:00:00",Basic,199,9.3,1,1,28,58,No,"1+ Year","Medium Usage","No/Low Delay"
1529,"2023-09-29 00:00:00",Basic,199,22,8,3,18,56,Yes,"1+ Year","High Usage","High Delay"
1530,"2023-10-10 00:00:00",Premium,699,22.3,6,4,23,26,No,"1+ Year","High Usage","High Delay"
1531,"2023-05-06 00:00:00",Standard,399,1.5,8,5,13,21,Yes,"1+ Year","Low Usage","High Delay"
1532,"2024-05-25 00:00:00",Standard,399,14.4,5,2,30,7,No,"1+ Year","Medium Usage","No/Low Delay"
1533,"2024-11-11 00:00:00",Premium,699,11.9,2,4,10,18,No,"6-12 Months","Medium Usage","High Delay"
1534,"2023-08-11 00:00:00",Basic,199,12.4,1,2,20,0,No,"1+ Year","Medium Usage","No/Low Delay"
1535,"2023-01-01 00:00:00",Standard,399,1.8,4,0,8,27,Yes,"6-12 Months","Low Usage","No/Low Delay"
1536,"2024-07-28 00:00:00",Basic,199,3.9,4,4,17,42,Yes,"1+ Year","Low Usage","High Delay"
1537,"2023-03-24 00:00:00",Basic,199,18,2,5,6,12,No,"6-12 Months","High Usage","High Delay"
1538,"2024-01-31 00:00:00",Standard,399,1.3,5,1,15,51,Yes,"1+ Year","Low Usage","No/Low Delay"
1539,"2023-11-15 00:00:00",Standard,399,24.2,1,2,26,58,Yes,"1+ Year","High Usage","No/Low Delay"
1540,"2023-07-24 00:00:00",Basic,199,17.1,5,4,28,8,No,"1+ Year","High Usage","High Delay"
1541,"2024-08-03 00:00:00",Standard,399,10.7,3,2,9,19,Yes,"6-12 Months","Medium Usage","No/Low Delay"
1542,"2024-03-28 00:00:00",Premium,699,13.9,6,3,30,6,Yes,"1+ Year","Medium Usage","High Delay"
1543,"2024-03-06 00:00:00",Premium,699,12.8,5,3,21,22,Yes,"1+ Year","Medium Usage","High Delay"
1544,"2023-05-24 00:00:00",Standard,399,1.2,8,0,30,49,Yes,"1+ Year","Low Usage","No/Low Delay"
1545,"2024-08-02 00:00:00",Premium,699,19.8,8,2,20,8,No,"1+ Year","High Usage","No/Low Delay"
1546,"2024-04-18 00:00:00",Standard,399,19,6,1,4,25,No,"0-6 Months","High Usage","No/Low Delay"
1547,"2024-10-27 00:00:00",Premium,699,21.1,1,0,30,17,No,"1+ Year","High Usage","No/Low Delay"
1548,"2023-03-04 00:00:00",Basic,199,15.1,4,4,22,30,Yes,"1+ Year","High Usage","High Delay"
1549,"2024-07-29 00:00:00",Basic,199,18.6,0,5,33,13,No,"1+ Year","High Usage","High Delay"
1550,"2023-01-07 00:00:00",Premium,699,3.8,2,2,32,40,Yes,"1+ Year","Low Usage","No/Low Delay"
1551,"2024-06-16 00:00:00",Standard,399,3.3,0,1,13,38,No,"1+ Year","Low Usage","No/Low Delay"
1552,"2024-02-05 00:00:00",Basic,199,5.5,7,0,16,53,No,"1+ Year","Medium Usage","No/Low Delay"
1553,"2024-07-13 00:00:00",Basic,199,7.8,7,1,8,52,Yes,"6-12 Months","Medium Usage","No/Low Delay"
1554,"2023-07-09 00:00:00",Standard,399,21.6,1,3,29,9,No,"1+ Year","High Usage","High Delay"
1555,"2023-10-24 00:00:00",Basic,199,4.7,8,1,16,30,Yes,"1+ Year","Low Usage","No/Low Delay"
1556,"2024-01-31 00:00:00",Premium,699,24,7,2,7,42,Yes,"6-12 Months","High Usage","No/Low Delay"
1557,"2023-05-04 00:00:00",Premium,699,11.9,6,1,7,1,No,"6-12 Months","Medium Usage","No/Low Delay"
1558,"2024-11-03 00:00:00",Premium,699,0.8,4,0,25,41,Yes,"1+ Year","Low Usage","No/Low Delay"
1559,"2024-04-14 00:00:00",Premium,699,1.5,5,1,29,29,No,"1+ Year","Low Usage","No/Low Delay"
1560,"2023-08-04 00:00:00",Standard,399,24.6,5,4,1,54,No,"0-6 Months","High Usage","High Delay"
1561,"2024-11-02 00:00:00",Standard,399,10.1,1,1,34,41,Yes,"1+ Year","Medium Usage","No/Low Delay"
1562,"2023-11-07 00:00:00",Premium,699,11.8,2,2,22,50,No,"1+ Year","Medium Usage","No/Low Delay"
1563,"2023-07-04 00:00:00",Standard,399,22.9,7,3,5,30,Yes,"0-6 Months","High Usage","High Delay"
1564,"2024-08-25 00:00:00",Premium,699,19.5,8,2,33,8,No,"1+ Year","High Usage","No/Low Delay"
1565,"2023-06-12 00:00:00",Premium,699,14.8,6,0,23,2,Yes,"1+ Year","Medium Usage","No/Low Delay"
1566,"2023-08-26 00:00:00",Basic,199,16.8,7,5,7,30,Yes,"6-12 Months","High Usage","High Delay"
1567,"2024-03-06 00:00:00",Premium,699,3.1,2,5,16,57,Yes,"1+ Year","Low Usage","High Delay"
1568,"2024-03-28 00:00:00",Basic,199,15.5,1,0,4,54,No,"0-6 Months","High Usage","No/Low Delay"
1569,"2023-05-17 00:00:00",Standard,399,23.1,5,0,2,44,Yes,"0-6 Months","High Usage","No/Low Delay"
1570,"2023-08-19 00:00:00",Premium,699,5.4,4,3,36,28,Yes,"1+ Year","Medium Usage","High Delay"
1571,"2024-10-06 00:00:00",Basic,199,11.1,8,1,11,5,No,"6-12 Months","Medium Usage","No/Low Delay"
1572,"2024-08-04 00:00:00",Premium,699,5.5,2,0,7,23,No,"6-12 Months","Medium Usage","No/Low Delay"
1573,"2024-08-07 00:00:00",Premium,699,8.8,8,3,5,12,No,"0-6 Months","Medium Usage","High Delay"
1574,"2024-03-13 00:00:00",Standard,399,9.1,8,1,33,51,Yes,"1+ Year","Medium Usage","No/Low Delay"
1575,"2023-04-14 00:00:00",Premium,699,21.9,1,1,25,50,No,"1+ Year","High Usage","No/Low Delay"
1576,"2023-10-24 00:00:00",Basic,199,6.1,8,2,32,1,Yes,"1+ Year","Medium Usage","No/Low Delay"
1577,"2024-08-12 00:00:00",Standard,399,17.7,1,1,25,18,Yes,"1+ Year","High Usage","No/Low Delay"
1578,"2024-07-13 00:00:00",Basic,199,23.3,8,2,34,25,Yes,"1+ Year","High Usage","No/Low Delay"
1579,"2024-03-07 00:00:00",Premium,699,14.8,4,5,8,1,Yes,"6-12 Months","Medium Usage","High Delay"
1580,"2023-12-04 00:00:00",Standard,399,8.7,0,1,13,13,No,"1+ Year","Medium Usage","No/Low Delay"
1581,"2023-02-06 00:00:00",Premium,699,6.3,1,4,4,57,No,"0-6 Months","Medium Usage","High Delay"
1582,"2023-10-05 00:00:00",Standard,399,23.8,1,4,5,30,No,"0-6 Months","High Usage","High Delay"
1583,"2024-03-17 00:00:00",Premium,699,3,7,4,3,14,Yes,"0-6 Months","Low Usage","High Delay"
1584,"2023-07-20 00:00:00",Standard,399,19.6,3,0,20,59,Yes,"1+ Year","High Usage","No/Low Delay"
1585,"2024-01-22 00:00:00",Premium,699,17.2,0,4,25,30,Yes,"1+ Year","High Usage","High Delay"
1586,"2023-05-01 00:00:00",Premium,699,11,6,4,9,8,Yes,"6-12 Months","Medium Usage","High Delay"
1587,"2023-08-26 00:00:00",Premium,699,9.1,5,3,24,58,Yes,"1+ Year","Medium Usage","High Delay"
1588,"2023-01-16 00:00:00",Basic,199,6.1,8,4,1,2,No,"0-6 Months","Medium Usage","High Delay"
1589,"2023-10-17 00:00:00",Premium,699,20.4,1,0,16,8,No,"1+ Year","High Usage","No/Low Delay"
1590,"2024-05-05 00:00:00",Basic,199,9.1,3,2,21,8,No,"1+ Year","Medium Usage","No/Low Delay"
1591,"2024-05-21 00:00:00",Premium,699,16.6,1,2,8,60,Yes,"6-12 Months","High Usage","No/Low Delay"
1592,"2024-01-11 00:00:00",Premium,699,22.5,3,3,23,45,Yes,"1+ Year","High Usage","High Delay"
1593,"2024-12-15 00:00:00",Premium,699,21.8,3,4,19,57,Yes,"1+ Year","High Usage","High Delay"
1594,"2024-05-12 00:00:00",Premium,699,3.1,5,3,33,45,Yes,"1+ Year","Low Usage","High Delay"
1595,"2024-07-20 00:00:00",Standard,399,5.5,2,4,6,14,Yes,"6-12 Months","Medium Usage","High Delay"
1596,"2024-10-27 00:00:00",Basic,199,9.6,2,0,8,15,No,"6-12 Months","Medium Usage","No/Low Delay"
1597,"2023-11-04 00:00:00",Standard,399,1,0,2,8,17,Yes,"6-12 Months","Low Usage","No/Low Delay"
1598,"2024-01-29 00:00:00",Basic,199,7.3,6,3,4,1,No,"0-6 Months","Medium Usage","High Delay"
1599,"2023-02-23 00:00:00",Standard,399,6,6,1,3,42,Yes,"0-6 Months","Medium Usage","No/Low Delay"
1600,"2023-12-11 00:00:00",Premium,699,1.3,5,0,20,58,Yes,"1+ Year","Low Usage","No/Low Delay"
1601,"2024-03-13 00:00:00",Standard,399,19.1,5,5,14,53,Yes,"1+ Year","High Usage","High Delay"
1602,"2024-11-25 00:00:00",Premium,699,20.3,8,3,4,60,Yes,"0-6 Months","High Usage","High Delay"
1603,"2024-04-23 00:00:00",Standard,399,11.9,8,2,35,10,No,"1+ Year","Medium Usage","No/Low Delay"
1604,"2023-10-08 00:00:00",Premium,699,3.7,0,2,16,51,Yes,"1+ Year","Low Usage","No/Low Delay"
1605,"2024-09-22 00:00:00",Basic,199,19.4,4,2,16,36,Yes,"1+ Year","High Usage","No/Low Delay"
1606,"2023-01-13 00:00:00",Standard,399,7.1,4,5,24,51,No,"1+ Year","Medium Usage","High Delay"
1607,"2024-04-18 00:00:00",Basic,199,14.4,5,2,20,54,Yes,"1+ Year","Medium Usage","No/Low Delay"
1608,"2024-07-23 00:00:00",Basic,199,0.7,0,2,29,30,Yes,"1+ Year","Low Usage","No/Low Delay"
1609,"2023-11-18 00:00:00",Basic,199,1.9,1,2,27,57,Yes,"1+ Year","Low Usage","No/Low Delay"
1610,"2023-08-21 00:00:00",Basic,199,4.9,4,2,29,55,Yes,"1+ Year","Low Usage","No/Low Delay"
1611,"2023-07-08 00:00:00",Premium,699,4.1,0,1,12,7,No,"6-12 Months","Low Usage","No/Low Delay"
1612,"2023-03-04 00:00:00",Premium,699,21.6,5,0,33,35,No,"1+ Year","High Usage","No/Low Delay"
1613,"2023-12-28 00:00:00",Premium,699,24.4,0,5,17,54,No,"1+ Year","High Usage","High Delay"
1614,"2023-04-26 00:00:00",Premium,699,15.2,5,0,3,4,No,"0-6 Months","High Usage","No/Low Delay"
1615,"2024-11-28 00:00:00",Premium,699,6.3,5,4,5,23,No,"0-6 Months","Medium Usage","High Delay"
1616,"2024-01-04 00:00:00",Standard,399,16.2,4,1,5,1,No,"0-6 Months","High Usage","No/Low Delay"
1617,"2024-09-28 00:00:00",Standard,399,22.5,5,3,27,60,No,"1+ Year","High Usage","High Delay"
1618,"2023-04-19 00:00:00",Basic,199,9.5,4,1,11,58,No,"6-12 Months","Medium Usage","No/Low Delay"
1619,"2024-08-18 00:00:00",Premium,699,20.3,8,5,14,49,Yes,"1+ Year","High Usage","High Delay"
1620,"2023-06-03 00:00:00",Premium,699,23.5,6,4,23,2,No,"1+ Year","High Usage","High Delay"
1621,"2024-10-07 00:00:00",Standard,399,23.9,3,4,6,32,No,"6-12 Months","High Usage","High Delay"
1622,"2024-04-28 00:00:00",Premium,699,13.7,1,4,27,51,Yes,"1+ Year","Medium Usage","High Delay"
1623,"2023-10-28 00:00:00",Premium,699,13.2,5,2,34,12,No,"1+ Year","Medium Usage","No/Low Delay"
1624,"2023-04-29 00:00:00",Basic,199,6.5,5,1,22,29,Yes,"1+ Year","Medium Usage","No/Low Delay"
1625,"2024-06-01 00:00:00",Premium,699,11.4,6,2,16,5,Yes,"1+ Year","Medium Usage","No/Low Delay"
1626,"2024-08-06 00:00:00",Basic,199,16.5,3,3,24,50,Yes,"1+ Year","High Usage","High Delay"
1627,"2024-09-12 00:00:00",Basic,199,6.5,6,5,35,37,Yes,"1+ Year","Medium Usage","High Delay"
1628,"2023-06-01 00:00:00",Standard,399,8.9,1,0,19,26,No,"1+ Year","Medium Usage","No/Low Delay"
1629,"2023-06-20 00:00:00",Premium,699,16,3,1,32,56,No,"1+ Year","High Usage","No/Low Delay"
1630,"2023-04-14 00:00:00",Basic,199,7,8,5,27,59,Yes,"1+ Year","Medium Usage","High Delay"
1631,"2023-05-16 00:00:00",Basic,199,20.9,0,5,3,10,No,"0-6 Months","High Usage","High Delay"
1632,"2024-07-24 00:00:00",Premium,699,23,6,2,34,8,Yes,"1+ Year","High Usage","No/Low Delay"
1633,"2023-02-16 00:00:00",Basic,199,3.4,5,4,19,38,Yes,"1+ Year","Low Usage","High Delay"
1634,"2024-03-22 00:00:00",Basic,199,23.8,6,5,23,28,Yes,"1+ Year","High Usage","High Delay"
1635,"2024-06-05 00:00:00",Standard,399,17.7,2,5,31,49,Yes,"1+ Year","High Usage","High Delay"
1636,"2023-11-25 00:00:00",Basic,199,22.4,5,5,10,41,Yes,"6-12 Months","High Usage","High Delay"
1637,"2023-12-16 00:00:00",Standard,399,13,4,0,12,14,No,"6-12 Months","Medium Usage","No/Low Delay"
1638,"2023-11-23 00:00:00",Basic,199,22.5,8,3,34,18,Yes,"1+ Year","High Usage","High Delay"
1639,"2024-09-22 00:00:00",Basic,199,1.5,3,3,10,33,Yes,"6-12 Months","Low Usage","High Delay"
1640,"2024-03-25 00:00:00",Standard,399,9,2,0,7,18,No,"6-12 Months","Medium Usage","No/Low Delay"
1641,"2023-08-26 00:00:00",Basic,199,7.6,4,4,11,48,Yes,"6-12 Months","Medium Usage","High Delay"
1642,"2023-06-22 00:00:00",Premium,699,4,3,4,18,53,Yes,"1+ Year","Low Usage","High Delay"
1643,"2024-05-15 00:00:00",Basic,199,24,8,4,3,51,Yes,"0-6 Months","High Usage","High Delay"
1644,"2024-04-09 00:00:00",Basic,199,5.5,6,5,24,28,Yes,"1+ Year","Medium Usage","High Delay"
1645,"2023-09-27 00:00:00",Standard,399,18,1,3,8,56,Yes,"6-12 Months","High Usage","High Delay"
